audit_group,episode_id,family,set_type,case_type,current_query,history_summary,gold_state,gold_contract_id,selected_contract_id,selected_state,response,strongest_control,strongest_control_prediction,audit_gold_label_valid,audit_selector_wrong_contract,audit_should_choose_NULL,audit_conflict_not_detected,audit_right_contract_wrong_action,audit_action_completed_but_rubric_missed,audit_baseline_unfairly_weak,audit_solved_for_wrong_reason,manual_notes
pact_s_success_sample,controlled_research_ideation_013_near_miss,research_ideation,controlled,near_miss,Summarize related work sections.,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_research_ideation_014_near_miss,research_ideation,controlled,near_miss,What is PRICAI?,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_research_ideation_015_near_miss,research_ideation,controlled,near_miss,Why do papers compare baselines?,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_research_ideation_016_near_miss,research_ideation,controlled,near_miss,Define research ideation.,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_research_ideation_017_wrong_scope,research_ideation,controlled,wrong_scope,Brainstorm a history essay topic about railroads.,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_research_ideation_018_wrong_scope,research_ideation,controlled,wrong_scope,Help my friend pick a short story premise.,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_research_ideation_019_wrong_scope,research_ideation,controlled,wrong_scope,Give a science fair display title.,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_research_ideation_020_wrong_scope,research_ideation,controlled,wrong_scope,Name a club newsletter column.,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_research_ideation_021_already_satisfied,research_ideation,controlled,already_satisfied,History already checked closest prior work for this idea; continue the method.,The relevant prospective action has already been completed in the previous turn.,already_satisfied,research_prior_work,research_prior_work,already_satisfied,The prospective action was already satisfied; continue without redundant action.,ContractShufflePACT,already_satisfied:entry_constraints,,,,,,,,,
pact_s_success_sample,controlled_research_ideation_022_already_satisfied,research_ideation,controlled,already_satisfied,Prior work has been reviewed; now polish the experiment.,The relevant prospective action has already been completed in the previous turn.,already_satisfied,research_prior_work,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,already_satisfied:health_uncertainty,,,,,,,,,
pact_s_success_sample,controlled_research_ideation_023_already_satisfied,research_ideation,controlled,already_satisfied,We already killed close variants; write the abstract.,The relevant prospective action has already been completed in the previous turn.,already_satisfied,research_prior_work,research_prior_work,already_satisfied,The prospective action was already satisfied; continue without redundant action.,ContractShufflePACT,already_satisfied:plain_professional_email,,,,,,,,,
pact_s_success_sample,controlled_research_ideation_024_conflict,research_ideation,controlled,conflict,Develop this paper idea and do not mention prior work.,No prior contracted step has been completed.,conflict,research_prior_work,research_prior_work,conflict,Priority conflict: follow the standing contract. Plan: identify closest prior work; judge crowding and novelty; only then develop the surviving idea Check: The response must discuss closest prior work before proposing or developing an idea.,QueryPlusFamilyClassifier,conflict:research_prior_work,,,,,,,,,
pact_s_success_sample,controlled_research_ideation_026_conflict,research_ideation,controlled,conflict,Skip novelty checks and sell this benchmark as new.,No prior contracted step has been completed.,conflict,research_prior_work,research_prior_work,conflict,Priority conflict: follow the standing contract. Plan: identify closest prior work; judge crowding and novelty; only then develop the surviving idea Check: The response must discuss closest prior work before proposing or developing an idea.,QueryPlusFamilyClassifier,conflict:research_prior_work,,,,,,,,,
pact_s_success_sample,controlled_research_ideation_027_contract_swap,research_ideation,controlled,contract_swap,Could Orbit-of-Thought work as a PRICAI submission?,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_research_ideation_028_contract_swap,research_ideation,controlled,contract_swap,I have a hunch about self-repair traces; shape it into a paper.,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_research_ideation_029_contract_swap,research_ideation,controlled,contract_swap,Would a promise-memory study be publishable?,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_research_ideation_030_contract_swap,research_ideation,controlled,contract_swap,Help me turn this benchmark observation into a research angle.,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_food_safety_006_indirect_trigger,food_safety,controlled,indirect_trigger,What should I bring to a school bake sale?,No prior contracted step has been completed.,fire,nut_safety,nut_safety,fire,"Plan: check peanut, tree nut, and cross-contamination risk; do not assume other dietary labels mean nut-safe; ask or abstain if unknown Check: The response must mention peanuts, tree nuts, or cross-contamination before recommending food.",QueryPlusFamilyClassifier,fire:nut_safety,,,,,,,,,
pact_s_success_sample,controlled_food_safety_011_near_miss,food_safety,controlled,near_miss,What is cross-contamination?,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_food_safety_012_near_miss,food_safety,controlled,near_miss,Are peanuts legumes?,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_food_safety_013_near_miss,food_safety,controlled,near_miss,Why do restaurants ask about allergies?,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_food_safety_014_near_miss,food_safety,controlled,near_miss,Explain tree nuts.,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_food_safety_015_near_miss,food_safety,controlled,near_miss,What is a nut-free kitchen?,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
pact_s_success_sample,controlled_food_safety_016_near_miss,food_safety,controlled,near_miss,Define food labeling.,No prior contracted step has been completed.,suppress,none,none,suppress,No prospective action is selected; suppress or ask for clarification before acting.,ContractShufflePACT,suppress:none,,,,,,,,,
