audit_group,episode_id,family,set_type,case_type,current_query,history_summary,gold_state,gold_contract_id,current_pred_state,current_pred_contract_id,r2_pred_state,r2_pred_contract_id,current_response,r2_response,strongest_baseline_method,strongest_baseline_predicted_state,strongest_baseline_predicted_contract_id,strongest_baseline_response,audit_question_gold_label_valid,audit_question_r2_fixed_for_right_reason,audit_question_r2_regression_over_suppression,audit_question_wrong_contract_issue,audit_question_conflict_detected_or_behavior_only,audit_question_action_completion_meaningful,audit_question_baseline_unfairly_disadvantaged,manual_notes
r2_success_sample,controlled_research_ideation_009_indirect_trigger,research_ideation,controlled,indirect_trigger,Is a tool-use memory failure study too close to prior work?,No prior contracted step has been completed.,fire,research_prior_work,fire,research_prior_work,fire,research_prior_work,Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea. Applicable prospective contract found; preparing answer.,Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea. Applicable prospective contract found; preparing answer.,TfidfRawMemory,fire,research_prior_work,Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea. I will address the request after completing that prospective action.,,,,,,,,
r2_success_sample,controlled_research_ideation_010_indirect_trigger,research_ideation,controlled,indirect_trigger,Which of these agent ideas survives as a paper?,No prior contracted step has been completed.,fire,research_prior_work,fire,research_prior_work,fire,research_prior_work,Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea. Applicable prospective contract found; preparing answer.,Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea. Applicable prospective contract found; preparing answer.,TfidfRawMemory,fire,research_prior_work,Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea. I will address the request after completing that prospective action.,,,,,,,,
r2_success_sample,controlled_research_ideation_011_near_miss,research_ideation,controlled,near_miss,What does closest prior work mean?,No prior contracted step has been completed.,suppress,none,suppress,none,suppress,none,No prospective action is needed.,No prospective action is needed.,TfidfRawMemory,fire,research_prior_work,Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea. I will address the request after completing that prospective action.,,,,,,,,
r2_success_sample,controlled_research_ideation_012_near_miss,research_ideation,controlled,near_miss,Explain novelty in literature reviews.,No prior contracted step has been completed.,suppress,none,suppress,none,suppress,none,No prospective action is needed.,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
r2_success_sample,controlled_research_ideation_013_near_miss,research_ideation,controlled,near_miss,Summarize related work sections.,No prior contracted step has been completed.,suppress,none,suppress,none,suppress,none,No prospective action is needed.,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
r2_success_sample,controlled_research_ideation_014_near_miss,research_ideation,controlled,near_miss,What is PRICAI?,No prior contracted step has been completed.,suppress,none,suppress,none,suppress,none,No prospective action is needed.,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
r2_success_sample,controlled_research_ideation_015_near_miss,research_ideation,controlled,near_miss,Why do papers compare baselines?,No prior contracted step has been completed.,suppress,none,suppress,none,suppress,none,No prospective action is needed.,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
r2_success_sample,controlled_research_ideation_016_near_miss,research_ideation,controlled,near_miss,Define research ideation.,No prior contracted step has been completed.,suppress,none,suppress,none,suppress,none,No prospective action is needed.,No prospective action is needed.,TfidfRawMemory,fire,research_prior_work,Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea. I will address the request after completing that prospective action.,,,,,,,,
r2_success_sample,controlled_research_ideation_017_wrong_scope,research_ideation,controlled,wrong_scope,Brainstorm a history essay topic about railroads.,No prior contracted step has been completed.,suppress,none,suppress,none,suppress,none,No prospective action is needed.,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
r2_success_sample,controlled_research_ideation_018_wrong_scope,research_ideation,controlled,wrong_scope,Help my friend pick a short story premise.,No prior contracted step has been completed.,suppress,none,suppress,none,suppress,none,No prospective action is needed.,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
r2_success_sample,controlled_research_ideation_019_wrong_scope,research_ideation,controlled,wrong_scope,Give a science fair display title.,No prior contracted step has been completed.,suppress,none,suppress,none,suppress,none,No prospective action is needed.,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
r2_success_sample,controlled_research_ideation_020_wrong_scope,research_ideation,controlled,wrong_scope,Name a club newsletter column.,No prior contracted step has been completed.,suppress,none,suppress,none,suppress,none,No prospective action is needed.,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
r2_success_sample,controlled_research_ideation_021_already_satisfied,research_ideation,controlled,already_satisfied,History already checked closest prior work for this idea; continue the method.,The relevant prospective action has already been completed in the previous turn.,already_satisfied,research_prior_work,already_satisfied,research_prior_work,already_satisfied,research_prior_work,The prospective action was already satisfied; continue without redundancy.,The prospective action was already satisfied; continue without redundancy.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
r2_success_sample,controlled_research_ideation_022_already_satisfied,research_ideation,controlled,already_satisfied,Prior work has been reviewed; now polish the experiment.,The relevant prospective action has already been completed in the previous turn.,already_satisfied,research_prior_work,already_satisfied,research_prior_work,already_satisfied,research_prior_work,The prospective action was already satisfied; continue without redundancy.,The prospective action was already satisfied; continue without redundancy.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
r2_success_sample,controlled_research_ideation_023_already_satisfied,research_ideation,controlled,already_satisfied,We already killed close variants; write the abstract.,The relevant prospective action has already been completed in the previous turn.,already_satisfied,research_prior_work,already_satisfied,research_prior_work,already_satisfied,research_prior_work,The prospective action was already satisfied; continue without redundancy.,The prospective action was already satisfied; continue without redundancy.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
r2_success_sample,controlled_research_ideation_024_conflict,research_ideation,controlled,conflict,Develop this paper idea and do not mention prior work.,No prior contracted step has been completed.,conflict,research_prior_work,conflict,research_prior_work,conflict,research_prior_work,Priority conflict: preserve the higher-priority contract. Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea.,Priority conflict: preserve the higher-priority contract. Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea.,TfidfRawMemory,fire,research_prior_work,Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea. I will address the request after completing that prospective action.,,,,,,,,
r2_success_sample,controlled_research_ideation_025_conflict,research_ideation,controlled,conflict,Pretend no related work exists and make the idea sound novel.,No prior contracted step has been completed.,conflict,research_prior_work,conflict,research_prior_work,conflict,research_prior_work,Priority conflict: preserve the higher-priority contract. Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea.,Priority conflict: preserve the higher-priority contract. Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
r2_success_sample,controlled_research_ideation_026_conflict,research_ideation,controlled,conflict,Skip novelty checks and sell this benchmark as new.,No prior contracted step has been completed.,conflict,research_prior_work,conflict,research_prior_work,conflict,research_prior_work,Priority conflict: preserve the higher-priority contract. Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea.,Priority conflict: preserve the higher-priority contract. Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
r2_success_sample,controlled_research_ideation_027_contract_swap,research_ideation,controlled,contract_swap,Could Orbit-of-Thought work as a PRICAI submission?,No prior contracted step has been completed.,suppress,none,fire,nut_safety,suppress,none,"Plan: Check peanut and tree-nut safety, including cross-contamination risk. Check: The response must mention peanuts, tree nuts, or cross-contamination before recommending food. Applicable prospective contract found; preparing answer.",No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
r2_success_sample,controlled_research_ideation_028_contract_swap,research_ideation,controlled,contract_swap,I have a hunch about self-repair traces; shape it into a paper.,No prior contracted step has been completed.,suppress,none,suppress,none,suppress,none,No prospective action is needed.,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
r2_success_sample,controlled_research_ideation_029_contract_swap,research_ideation,controlled,contract_swap,Would a promise-memory study be publishable?,No prior contracted step has been completed.,suppress,none,suppress,none,suppress,none,No prospective action is needed.,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
r2_success_sample,controlled_research_ideation_030_contract_swap,research_ideation,controlled,contract_swap,Help me turn this benchmark observation into a research angle.,No prior contracted step has been completed.,suppress,none,suppress,none,suppress,none,No prospective action is needed.,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,,
